,identifier,total,rate
57506,stride_in,2,9.06823849467241e-07
57507,mask_expected_empty,2,9.06823849467241e-07
57508,promote,2,9.06823849467241e-07
57509,ndm,2,9.06823849467241e-07
57510,wing2,2,9.06823849467241e-07
57511,wing1,2,9.06823849467241e-07
57512,belly,2,9.06823849467241e-07
57513,cdt_arr,2,9.06823849467241e-07
57514,invalid_list,2,9.06823849467241e-07
57515,b_masked,2,9.06823849467241e-07
57516,thetaformatter,2,9.06823849467241e-07
57517,arrow_type,2,9.06823849467241e-07
57518,bool_values,2,9.06823849467241e-07
57519,exp_rev2,2,9.06823849467241e-07
57520,expected_input,2,9.06823849467241e-07
57521,cat_unorderd,2,9.06823849467241e-07
57522,orig_lim,2,9.06823849467241e-07
57523,iyindex,2,9.06823849467241e-07
57524,ixindex,2,9.06823849467241e-07
57525,screen_xys,2,9.06823849467241e-07
57526,delta_t,2,9.06823849467241e-07
57527,one_empty,2,9.06823849467241e-07
57528,no_intersect,2,9.06823849467241e-07
57529,skip_block,2,9.06823849467241e-07
57530,split_blocks,2,9.06823849467241e-07
57531,delta_t_degrees,2,9.06823849467241e-07
57532,delete_blocks,2,9.06823849467241e-07
57533,plain_case,2,9.06823849467241e-07
57534,delta_r,2,9.06823849467241e-07
57535,theta_degrees,2,9.06823849467241e-07
57536,argmin_result,2,9.06823849467241e-07
57537,argmax_result,2,9.06823849467241e-07
57538,not_copy,2,9.06823849467241e-07
57539,arr_expected,2,9.06823849467241e-07
57540,_axiswrapper,2,9.06823849467241e-07
57541,rscale,2,9.06823849467241e-07
57542,samples_shuffle,2,9.06823849467241e-07
57543,sp_dtype,2,9.06823849467241e-07
57544,any_numpy_array,2,9.06823849467241e-07
57545,flipr_transform,2,9.06823849467241e-07
57546,exp_inds,2,9.06823849467241e-07
57547,h_subset,2,9.06823849467241e-07
57548,h_merged,2,9.06823849467241e-07
57549,cat_rev_base2,2,9.06823849467241e-07
57550,exp_categories_dropped,2,9.06823849467241e-07
57551,_apply_theta_transforms,2,9.06823849467241e-07
57552,exp_categories_back,2,9.06823849467241e-07
57553,mock_broadcast_to,2,9.06823849467241e-07
57554,res_miss,2,9.06823849467241e-07
57555,exp_miss,2,9.06823849467241e-07
57556,offset_rad,2,9.06823849467241e-07
57557,orig_codes,2,9.06823849467241e-07
57558,originlim,2,9.06823849467241e-07
57559,s_exp,2,9.06823849467241e-07
57560,ybindex,2,9.06823849467241e-07
57561,c_exp,2,9.06823849467241e-07
57562,dtype_int64,2,9.06823849467241e-07
57563,exp_fv,2,9.06823849467241e-07
57564,ifill,2,9.06823849467241e-07
57565,bfill,2,9.06823849467241e-07
57566,rb_index,2,9.06823849467241e-07
57567,elen,2,9.06823849467241e-07
57568,eloc,2,9.06823849467241e-07
57569,python_op,2,9.06823849467241e-07
57570,n_trials_tot,2,9.06823849467241e-07
57571,tomli,2,9.06823849467241e-07
57572,norm_counts,2,9.06823849467241e-07
57573,norm_sum,2,9.06823849467241e-07
57574,declarative_base,2,9.06823849467241e-07
57575,fmt_sql,2,9.06823849467241e-07
57576,_baseencoder,2,9.06823849467241e-07
57577,ix_info,2,9.06823849467241e-07
57578,tz_dt,2,9.06823849467241e-07
57579,select_build,2,9.06823849467241e-07
57580,logo_url,2,9.06823849467241e-07
57581,core_devs_slug,2,9.06823849467241e-07
57582,contributor_experience_team_slug,2,9.06823849467241e-07
57583,comm_team_slug,2,9.06823849467241e-07
57584,api_limit,2,9.06823849467241e-07
57585,team_slug,2,9.06823849467241e-07
57586,class_to_index,2,9.06823849467241e-07
57587,generate_list,2,9.06823849467241e-07
57588,get_commit_message,2,9.06823849467241e-07
57589,y_ind_ext,2,9.06823849467241e-07
57590,check_trapped,2,9.06823849467241e-07
57591,commit_id,2,9.06823849467241e-07
57592,quadpoints,2,9.06823849467241e-07
57593,engine2,2,9.06823849467241e-07
57594,test_query,2,9.06823849467241e-07
57595,git_cmd,2,9.06823849467241e-07
57596,index_first_argmax,2,9.06823849467241e-07
57597,quads_on,2,9.06823849467241e-07
57598,iris_file,2,9.06823849467241e-07
57599,sqlite_iris_engine,2,9.06823849467241e-07
57600,read_sql,2,9.06823849467241e-07
57601,environment_folder,2,9.06823849467241e-07
57602,default_package_constraints,2,9.06823849467241e-07
57603,conda_build_metadata_list,2,9.06823849467241e-07
57604,_cw,2,9.06823849467241e-07
57605,_return_false,2,9.06823849467241e-07
57606,build_kwargs,2,9.06823849467241e-07
57607,pip_build_metadata_list,2,9.06823849467241e-07
57608,environment_name,2,9.06823849467241e-07
57609,json_output,2,9.06823849467241e-07
57610,checked_call,2,9.06823849467241e-07
57611,conda_info,2,9.06823849467241e-07
57612,boto3,2,9.06823849467241e-07
57613,n_current_features,2,9.06823849467241e-07
57614,s3_key,2,9.06823849467241e-07
57615,requirement_path,2,9.06823849467241e-07
57616,command_list,2,9.06823849467241e-07
57617,command_str,2,9.06823849467241e-07
57618,equality,2,9.06823849467241e-07
57619,add_tips_files,2,9.06823849467241e-07
57620,test_s3_files,2,9.06823849467241e-07
57621,my_c0,2,9.06823849467241e-07
57622,test_connectable,2,9.06823849467241e-07
57623,smallest_levels,2,9.06823849467241e-07
57624,__tablename__,2,9.06823849467241e-07
57625,foo_data,2,9.06823849467241e-07
57626,regex_to_labels,2,9.06823849467241e-07
57627,tbl_name,2,9.06823849467241e-07
57628,_formatters,2,9.06823849467241e-07
57629,sqlitemixin,2,9.06823849467241e-07
57630,_testsqlapi,2,9.06823849467241e-07
57631,sqlalchemymixin,2,9.06823849467241e-07
57632,mixinbase,2,9.06823849467241e-07
57633,orig_alphas,2,9.06823849467241e-07
57634,raw_fmt,2,9.06823849467241e-07
57635,sqlite_iris_connectable,2,9.06823849467241e-07
57636,sqlite_connectable,2,9.06823849467241e-07
57637,linelen,2,9.06823849467241e-07
57638,positionrect,2,9.06823849467241e-07
57639,compression_,2,9.06823849467241e-07
57640,dummy_frame,2,9.06823849467241e-07
57641,dviname,2,9.06823849467241e-07
57642,abs_path,2,9.06823849467241e-07
57643,redundant_path,2,9.06823849467241e-07
57644,_remove_whitespace,2,9.06823849467241e-07
57645,from_file_like,2,9.06823849467241e-07
57646,file_path_to_url,2,9.06823849467241e-07
57647,errorthread,2,9.06823849467241e-07
57648,version_re,2,9.06823849467241e-07
57649,try_remove_ws,2,9.06823849467241e-07
57650,gh_13141_data,2,9.06823849467241e-07
57651,orig_fill,2,9.06823849467241e-07
57652,iris_table_metadata,2,9.06823849467241e-07
57653,fixed_pitch,2,9.06823849467241e-07
57654,sqltypeb,2,9.06823849467241e-07
57655,test_frame4,2,9.06823849467241e-07
57656,test_frame2,2,9.06823849467241e-07
57657,procsets,2,9.06823849467241e-07
57658,dummyexception,2,9.06823849467241e-07
57659,sqldatabase,2,9.06823849467241e-07
57660,thepage,2,9.06823849467241e-07
57661,thenote,2,9.06823849467241e-07
57662,sql_query,2,9.06823849467241e-07
57663,tex_font_map,2,9.06823849467241e-07
57664,ix_name,2,9.06823849467241e-07
57665,sqltypea,2,9.06823849467241e-07
57666,closing_conn,2,9.06823849467241e-07
57667,returned_df,2,9.06823849467241e-07
57668,blank_test_df,2,9.06823849467241e-07
57669,name_select,2,9.06823849467241e-07
57670,name_text,2,9.06823849467241e-07
57671,query_list,2,9.06823849467241e-07
57672,without_batch,2,9.06823849467241e-07
57673,with_batch,2,9.06823849467241e-07
57674,quoted_view,2,9.06823849467241e-07
57675,dbapi_conn,2,9.06823849467241e-07
57676,create_and_load_iris_sqlite3,2,9.06823849467241e-07
57677,_str_escapes,2,9.06823849467241e-07
57678,figurecanvaswxcairo,2,9.06823849467241e-07
57679,out_border_true,2,9.06823849467241e-07
57680,bom,2,9.06823849467241e-07
57681,botocore,2,9.06823849467241e-07
57682,s3_object,2,9.06823849467241e-07
57683,missing_idx,2,9.06823849467241e-07
57684,condensed_result,2,9.06823849467241e-07
57685,condensed_data,2,9.06823849467241e-07
57686,feature_cats,2,9.06823849467241e-07
57687,rendererpgf,2,9.06823849467241e-07
57688,result_iter,2,9.06823849467241e-07
57689,repy,2,9.06823849467241e-07
57690,_metadata_to_str,2,9.06823849467241e-07
57691,keep_cells,2,9.06823849467241e-07
57692,frequent_indices,2,9.06823849467241e-07
57693,docutils_node_to_jinja,2,9.06823849467241e-07
57694,invalid_compression,2,9.06823849467241e-07
57695,figurecanvaswxagg,2,9.06823849467241e-07
57696,inner_file_names,2,9.06823849467241e-07
57697,_rgba_to_wx_bitmap,2,9.06823849467241e-07
57698,compress_kwargs,2,9.06823849467241e-07
57699,backend_gtk3,2,9.06823849467241e-07
57700,n_infrequent_cats,2,9.06823849467241e-07
57701,class_url,2,9.06823849467241e-07
57702,setup_link_role,2,9.06823849467241e-07
57703,bytes_buffer,2,9.06823849467241e-07
57704,_escape_and_apply_props,2,9.06823849467241e-07
57705,sub_page,2,9.06823849467241e-07
57706,default_needs_bool,2,9.06823849467241e-07
57707,_tex_escape,2,9.06823849467241e-07
57708,_helper_hypothesis_delimited_date,2,9.06823849467241e-07
57709,infrequent_cat,2,9.06823849467241e-07
57710,frequent_mask,2,9.06823849467241e-07
57711,issue_text,2,9.06823849467241e-07
57712,min_frequency_abs,2,9.06823849467241e-07
57713,boldstyles,2,9.06823849467241e-07
57714,except_out_dateutil,2,9.06823849467241e-07
57715,with_names,2,9.06823849467241e-07
57716,with_indices,2,9.06823849467241e-07
57717,figurecanvaspgf,2,9.06823849467241e-07
57718,gs_info,2,9.06823849467241e-07
57719,subpage_list,2,9.06823849467241e-07
57720,toc_items,2,9.06823849467241e-07
57721,only_pages,2,9.06823849467241e-07
57722,stroke_rgba,2,9.06823849467241e-07
57723,header_text,2,9.06823849467241e-07
57724,first_result,2,9.06823849467241e-07
57725,bytes_to_df,2,9.06823849467241e-07
57726,max_row_range,2,9.06823849467241e-07
57727,keep_empty,2,9.06823849467241e-07
57728,_datetime_to_pdf,2,9.06823849467241e-07
57729,custom_dialect,2,9.06823849467241e-07
57730,bom_data,2,9.06823849467241e-07
57731,revision_cmd,2,9.06823849467241e-07
57732,pr_number,2,9.06823849467241e-07
57733,gsos,2,9.06823849467241e-07
57734,_rendereragg,2,9.06823849467241e-07
57735,dta14_114,2,9.06823849467241e-07
57736,chsize,2,9.06823849467241e-07
57737,pa_column,2,9.06823849467241e-07
57738,check_partition_names,2,9.06823849467241e-07
57739,partition_col_type,2,9.06823849467241e-07
57740,out_df,2,9.06823849467241e-07
57741,df_from_buf,2,9.06823849467241e-07
57742,buf_stream,2,9.06823849467241e-07
57743,mi_columns,2,9.06823849467241e-07
57744,df_cross_compat,2,9.06823849467241e-07
57745,have_usable_fp,2,9.06823849467241e-07
57746,have_usable_pa,2,9.06823849467241e-07
57747,tar_exp_info,2,9.06823849467241e-07
57748,tar_res_info,2,9.06823849467241e-07
57749,exp_info,2,9.06823849467241e-07
57750,res_info,2,9.06823849467241e-07
57751,assert_equal_zip_safe,2,9.06823849467241e-07
57752,mockgcsfilesystem,2,9.06823849467241e-07
57753,get_hinting_flag,2,9.06823849467241e-07
57754,old_wakeup_fd,2,9.06823849467241e-07
57755,_setup,2,9.06823849467241e-07
57756,url_fmt,2,9.06823849467241e-07
57757,reuse_renderer,2,9.06823849467241e-07
57758,load_no_autohint,2,9.06823849467241e-07
57759,old_dta,2,9.06823849467241e-07
57760,vl_expected,2,9.06823849467241e-07
57761,dta_iter,2,9.06823849467241e-07
57762,valuelabeltypemismatch,2,9.06823849467241e-07
57763,valid_range,2,9.06823849467241e-07
57764,reread_to_stata,2,9.06823849467241e-07
57765,print_jpeg,2,9.06823849467241e-07
57766,dates_idx,2,9.06823849467241e-07
57767,from_chunks,2,9.06823849467241e-07
57768,sr_115,2,9.06823849467241e-07
57769,print_tiff,2,9.06823849467241e-07
57770,load_default,2,9.06823849467241e-07
57771,empty_ds2,2,9.06823849467241e-07
57772,use_dict,2,9.06823849467241e-07
57773,large_chunk,2,9.06823849467241e-07
57774,unicode_df,2,9.06823849467241e-07
57775,unformatted,2,9.06823849467241e-07
57776,variable_labels_long,2,9.06823849467241e-07
57777,variable_labels_utf8,2,9.06823849467241e-07
57778,parsed_unordered,2,9.06823849467241e-07
57779,no_conversion,2,9.06823849467241e-07
57780,date_conversion,2,9.06823849467241e-07
57781,convert_col_name,2,9.06823849467241e-07
57782,expected_c,2,9.06823849467241e-07
57783,out_border_explicit_default,2,9.06823849467241e-07
57784,gtnew,2,9.06823849467241e-07
57785,e_columns,2,9.06823849467241e-07
57786,icon_color,2,9.06823849467241e-07
57787,result_no_copy,2,9.06823849467241e-07
57788,result_copy,2,9.06823849467241e-07
57789,example_dataframe2,2,9.06823849467241e-07
57790,example_multiindex2,2,9.06823849467241e-07
57791,example_dataframe1,2,9.06823849467241e-07
57792,example_multiindex1,2,9.06823849467241e-07
57793,event_type,2,9.06823849467241e-07
57794,runpy,2,9.06823849467241e-07
57795,short_version_py,2,9.06823849467241e-07
57796,config_error,2,9.06823849467241e-07
57797,result_b,2,9.06823849467241e-07
57798,combined_columns,2,9.06823849467241e-07
57799,mixed_appended2,2,9.06823849467241e-07
57800,mixed_appended,2,9.06823849467241e-07
57801,begin_index,2,9.06823849467241e-07
57802,td_data,2,9.06823849467241e-07
57803,tz_data,2,9.06823849467241e-07
57804,cs_height,2,9.06823849467241e-07
57805,dt_data,2,9.06823849467241e-07
57806,compute_expected,2,9.06823849467241e-07
57807,sample_config,2,9.06823849467241e-07
57808,init_py_snippet,2,9.06823849467241e-07
57809,setup_cfg,2,9.06823849467241e-07
57810,_handle_key,2,9.06823849467241e-07
57811,difflinter,2,9.06823849467241e-07
57812,concatted_named_from_keys,2,9.06823849467241e-07
57813,concatted_columns,2,9.06823849467241e-07
57814,x_integer,2,9.06823849467241e-07
57815,concatted_1_series,2,9.06823849467241e-07
57816,concatted_columns_series,2,9.06823849467241e-07
57817,h_commits,2,9.06823849467241e-07
57818,mahal_dist,2,9.06823849467241e-07
57819,concatted_0_series,2,9.06823849467241e-07
57820,concatted_row_series,2,9.06823849467241e-07
57821,rfd,2,9.06823849467241e-07
57822,concatted_index_series,2,9.06823849467241e-07
57823,concatted_1,2,9.06823849467241e-07
57824,lint_args,2,9.06823849467241e-07
57825,concatted_named_from_names,2,9.06823849467241e-07
57826,lcov_generate,2,9.06823849467241e-07
57827,gcov_reset_counters,2,9.06823849467241e-07
57828,_temp,2,9.06823849467241e-07
57829,asv_cfpath,2,9.06823849467241e-07
57830,warnings_as_errors,2,9.06823849467241e-07
57831,concatted_0,2,9.06823849467241e-07
57832,concatted_row,2,9.06823849467241e-07
57833,concatted_index,2,9.06823849467241e-07
57834,expected_unnamed,2,9.06823849467241e-07
57835,concatted_unnamed,2,9.06823849467241e-07
57836,labelaction,2,9.06823849467241e-07
57837,graphicallasso,2,9.06823849467241e-07
57838,series_list,2,9.06823849467241e-07
57839,df2_vals,2,9.06823849467241e-07
57840,cov_skggm,2,9.06823849467241e-07
57841,leftindex,2,9.06823849467241e-07
57842,figurecanvasmac,2,9.06823849467241e-07
57843,xpdf,2,9.06823849467241e-07
57844,icon_path,2,9.06823849467241e-07
57845,df_c,2,9.06823849467241e-07
57846,error_cov,2,9.06823849467241e-07
57847,svalues,2,9.06823849467241e-07
57848,jvalues,2,9.06823849467241e-07
57849,right_grouped,2,9.06823849467241e-07
57850,left_grouped,2,9.06823849467241e-07
57851,on_cols_multi,2,9.06823849467241e-07
57852,image_names,2,9.06823849467241e-07
57853,cfg_file,2,9.06823849467241e-07
57854,error_location,2,9.06823849467241e-07
57855,toolbargtk3,2,9.06823849467241e-07
57856,idx_cols_multi,2,9.06823849467241e-07
57857,manifest_filename,2,9.06823849467241e-07
57858,run_asserts,2,9.06823849467241e-07
57859,iord,2,9.06823849467241e-07
57860,midx3,2,9.06823849467241e-07
57861,index_right,2,9.06823849467241e-07
57862,index_left,2,9.06823849467241e-07
57863,icov_skggm,2,9.06823849467241e-07
57864,rightindex,2,9.06823849467241e-07
57865,_restrict_to_columns,2,9.06823849467241e-07
57866,result_inner,2,9.06823849467241e-07
57867,icov_,2,9.06823849467241e-07
57868,exts_list,2,9.06823849467241e-07
57869,df1_vals,2,9.06823849467241e-07
57870,other_core,2,9.06823849467241e-07
57871,_maybe_allow_interrupt,2,9.06823849467241e-07
57872,me_dir,2,9.06823849467241e-07
57873,vsr_dir,2,9.06823849467241e-07
57874,_build_exe,2,9.06823849467241e-07
57875,total_alphas,2,9.06823849467241e-07
57876,get_series,2,9.06823849467241e-07
57877,expected_inner,2,9.06823849467241e-07
57878,lgroup,2,9.06823849467241e-07
57879,duplicate_titles,2,9.06823849467241e-07
57880,result_outer,2,9.06823849467241e-07
57881,left_index_reset,2,9.06823849467241e-07
57882,_py2exe,2,9.06823849467241e-07
57883,exp_y,2,9.06823849467241e-07
57884,join_chunk,2,9.06823849467241e-07
57885,_assert_all_na,2,9.06823849467241e-07
57886,_assert_same_contents,2,9.06823849467241e-07
57887,input_col,2,9.06823849467241e-07
57888,rgroup,2,9.06823849467241e-07
57889,_allowed_tool_items,2,9.06823849467241e-07
57890,integrity,2,9.06823849467241e-07
57891,dfnew,2,9.06823849467241e-07
57892,lastrect,2,9.06823849467241e-07
57893,build_matrix,2,9.06823849467241e-07
57894,cirrus_path,2,9.06823849467241e-07
57895,wheel_config,2,9.06823849467241e-07
57896,_get_pdf_charprocs,2,9.06823849467241e-07
57897,y_n_classes,2,9.06823849467241e-07
57898,dither,2,9.06823849467241e-07
57899,verbatim,2,9.06823849467241e-07
57900,generation,2,9.06823849467241e-07
57901,smask_ob,2,9.06823849467241e-07
57902,kerns_or_chars,2,9.06823849467241e-07
57903,ft_name,2,9.06823849467241e-07
57904,wheel_file,2,9.06823849467241e-07
57905,sdist_checked,2,9.06823849467241e-07
57906,rendererpdf,2,9.06823849467241e-07
57907,setuptools_use_distutils,2,9.06823849467241e-07
57908,y_is_multilabel,2,9.06823849467241e-07
57909,tk_photo_composite_overlay,2,9.06823849467241e-07
57910,tk_photo_composite_set,2,9.06823849467241e-07
57911,csvuseragentresponder,2,9.06823849467241e-07
57912,toolbartk,2,9.06823849467241e-07
57913,custom_auth_token,2,9.06823849467241e-07
57914,kill_time,2,9.06823849467241e-07
57915,check_submodules,2,9.06823849467241e-07
57916,gh_wheel_path,2,9.06823849467241e-07
57917,y_seen,2,9.06823849467241e-07
57918,y_data_repeated_max,2,9.06823849467241e-07
57919,gzippedjsonuseragentresponder,2,9.06823849467241e-07
57920,frame_j,2,9.06823849467241e-07
57921,dfs_bs4,2,9.06823849467241e-07
57922,dfs_lxml,2,9.06823849467241e-07
57923,both_frames,2,9.06823849467241e-07
57924,cidfontdict,2,9.06823849467241e-07
57925,type0fontdict,2,9.06823849467241e-07
57926,unicode_cmap,2,9.06823849467241e-07
57927,fixed_width,2,9.06823849467241e-07
57928,zipper,2,9.06823849467241e-07
57929,gstate,2,9.06823849467241e-07
57930,gzippedcsvuseragentresponder,2,9.06823849467241e-07
57931,get_file_extension,2,9.06823849467241e-07
57932,statauseragentresponder,2,9.06823849467241e-07
57933,pickleuseragentresponder,2,9.06823849467241e-07
57934,parquetfastparquetuseragentresponder,2,9.06823849467241e-07
57935,parquetpyarrowuseragentresponder,2,9.06823849467241e-07
57936,jsonuseragentresponder,2,9.06823849467241e-07
57937,root_listing,2,9.06823849467241e-07
57938,current_version,2,9.06823849467241e-07
57939,min_zip_version,2,9.06823849467241e-07
57940,api_url,2,9.06823849467241e-07
57941,name_display,2,9.06823849467241e-07
57942,orc_writer_dtypes_not_supported,2,9.06823849467241e-07
57943,cython_path,2,9.06823849467241e-07
57944,min_size,2,9.06823849467241e-07
57945,write_method,2,9.06823849467241e-07
57946,icon_fname_large,2,9.06823849467241e-07
57947,icon_img_large,2,9.06823849467241e-07
57948,depr,2,9.06823849467241e-07
57949,deprecated_list,2,9.06823849467241e-07
57950,checkthese,2,9.06823849467241e-07
57951,im_alt,2,9.06823849467241e-07
57952,_is_dark,2,9.06823849467241e-07
57953,site_dir_template,2,9.06823849467241e-07
57954,noarch_template,2,9.06823849467241e-07
57955,_restore_foreground_window_at_end,2,9.06823849467241e-07
57956,delayed_destroy,2,9.06823849467241e-07
57957,is_cached,2,9.06823849467241e-07
57958,asv_build_pattern,2,9.06823849467241e-07
57959,misc,2,9.06823849467241e-07
57960,asv_build_cache,2,9.06823849467241e-07
57961,mpl_cursor,2,9.06823849467241e-07
57962,new_lang,2,9.06823849467241e-07
57963,testenv_root,2,9.06823849467241e-07
57964,system_encoding,2,9.06823849467241e-07
57965,first_locale,2,9.06823849467241e-07
57966,get_locales,2,9.06823849467241e-07
57967,icon_ext,2,9.06823849467241e-07
57968,dll_list,2,9.06823849467241e-07
57969,new_ts,2,9.06823849467241e-07
57970,unp_ts,2,9.06823849467241e-07
57971,unp_series,2,9.06823849467241e-07
57972,concat_license_files,2,9.06823849467241e-07
57973,uncompressed,2,9.06823849467241e-07
57974,compressed_size_fast,2,9.06823849467241e-07
57975,compressed_size_default,2,9.06823849467241e-07
57976,parse_setuppy_commands,2,9.06823849467241e-07
57977,scroll_event_windows_id,2,9.06823849467241e-07
57978,filter_destroy_id,2,9.06823849467241e-07
57979,newdpi,2,9.06823849467241e-07
57980,default_filetype_name,2,9.06823849467241e-07
57981,create_pickle_data,2,9.06823849467241e-07
57982,tk_filetypes,2,9.06823849467241e-07
57983,defaultextension,2,9.06823849467241e-07
57984,icon_img,2,9.06823849467241e-07
57985,initialfile,2,9.06823849467241e-07
57986,can_back,2,9.06823849467241e-07
57987,_needs_gcc_c99_flag,2,9.06823849467241e-07
57988,mytz,2,9.06823849467241e-07
57989,generate_cython,2,9.06823849467241e-07
57990,_oa_shrinkage_from_mle,2,9.06823849467241e-07
57991,sample_test,2,9.06823849467241e-07
57992,_oa_cov_from_mle,2,9.06823849467241e-07
57993,sample_submodule,2,9.06823849467241e-07
57994,icon_fname,2,9.06823849467241e-07
57995,decreasing_kwargs,2,9.06823849467241e-07
57996,cat_breaks,2,9.06823849467241e-07
57997,divbyzerotrap,2,9.06823849467241e-07
57998,to_read,2,9.06823849467241e-07
57999,iotype,2,9.06823849467241e-07
58000,compiler_directives,2,9.06823849467241e-07
58001,armpl_libs,2,9.06823849467241e-07
58002,allaux,2,9.06823849467241e-07
58003,ctrl_m,2,9.06823849467241e-07
58004,ctrl_d,2,9.06823849467241e-07
58005,cnv,2,9.06823849467241e-07
58006,strip_per,2,9.06823849467241e-07
58007,strip_rand,2,9.06823849467241e-07
58008,sutf8,2,9.06823849467241e-07
58009,file_on_disk,2,9.06823849467241e-07
58010,load_kwds,2,9.06823849467241e-07
58011,save_kwds,2,9.06823849467241e-07
58012,loadfunc,2,9.06823849467241e-07
58013,loadtxtbase,2,9.06823849467241e-07
58014,sclaux,2,9.06823849467241e-07
58015,tmpl_,2,9.06823849467241e-07
58016,compile_test_program,2,9.06823849467241e-07
58017,start_dir,2,9.06823849467241e-07
58018,acd,2,9.06823849467241e-07
58019,acs,2,9.06823849467241e-07
58020,af16,2,9.06823849467241e-07
58021,badfilelike,2,9.06823849467241e-07
58022,get_context,2,9.06823849467241e-07
58023,cython_enable_debug_directives,2,9.06823849467241e-07
58024,n_split_keys,2,9.06823849467241e-07
58025,whence,2,9.06823849467241e-07
58026,fint,2,9.06823849467241e-07
58027,long_str_arr2,2,9.06823849467241e-07
58028,pint,2,9.06823849467241e-07
58029,bad_version_magic,2,9.06823849467241e-07
58030,require_fields,2,9.06823849467241e-07
58031,pv1,2,9.06823849467241e-07
58032,apply_along_fields,2,9.06823849467241e-07
58033,backarr,2,9.06823849467241e-07
58034,corr_coef,2,9.06823849467241e-07
58035,controldtype,2,9.06823849467241e-07
58036,input_dim,2,9.06823849467241e-07
58037,triangle,2,9.06823849467241e-07
58038,libpaths,2,9.06823849467241e-07
58039,default_dirs,2,9.06823849467241e-07
58040,score_filter,2,9.06823849467241e-07
58041,num_true_positives,2,9.06823849467241e-07
58042,intel_mkl_dirs,2,9.06823849467241e-07
58043,support_inds,2,9.06823849467241e-07
58044,names_t_actual,2,9.06823849467241e-07
58045,mkl_libs,2,9.06823849467241e-07
58046,fopen,2,9.06823849467241e-07
58047,names_inv_actual,2,9.06823849467241e-07
58048,st_chain,2,9.06823849467241e-07
58049,customize_compiler,2,9.06823849467241e-07
58050,dzlaux,2,9.06823849467241e-07
58051,badsequence,2,9.06823849467241e-07
58052,_variant,2,9.06823849467241e-07
58053,tricky_array,2,9.06823849467241e-07
58054,expected_obj,2,9.06823849467241e-07
58055,outshapes,2,9.06823849467241e-07
58056,outarrays,2,9.06823849467241e-07
58057,clasrc,2,9.06823849467241e-07
58058,_assert_valid_refcount,2,9.06823849467241e-07
58059,oldstdout,2,9.06823849467241e-07
58060,nonan,2,9.06823849467241e-07
58061,dtype_reference,2,9.06823849467241e-07
58062,f_std,2,9.06823849467241e-07
58063,fcmp,2,9.06823849467241e-07
58064,nan_func,2,9.06823849467241e-07
58065,megamat,2,9.06823849467241e-07
58066,nan_signature,2,9.06823849467241e-07
58067,nanfunc_ids,2,9.06823849467241e-07
58068,_time_units,2,9.06823849467241e-07
58069,_ndat_zeros,2,9.06823849467241e-07
58070,_ndat_ones,2,9.06823849467241e-07
58071,valid_httpfile,2,9.06823849467241e-07
58072,valid_baseurl,2,9.06823849467241e-07
58073,filedir,2,9.06823849467241e-07
58074,localfile,2,9.06823849467241e-07
58075,invalidhttp,2,9.06823849467241e-07
58076,input_shapes2,2,9.06823849467241e-07
58077,input_shapes3,2,9.06823849467241e-07
58078,assert_incompatible_shapes_raise,2,9.06823849467241e-07
58079,y_strings,2,9.06823849467241e-07
58080,unitless_dtype,2,9.06823849467241e-07
58081,transduction,2,9.06823849467241e-07
58082,pred_string,2,9.06823849467241e-07
58083,proba_string,2,9.06823849467241e-07
58084,mixed_types_structured,2,9.06823849467241e-07
58085,score_supervised,2,9.06823849467241e-07
58086,score_self_training,2,9.06823849467241e-07
58087,amount_iter_0,2,9.06823849467241e-07
58088,x_train_easy,2,9.06823849467241e-07
58089,y_train_easy,2,9.06823849467241e-07
58090,_has_method_heading,2,9.06823849467241e-07
58091,new_func4,2,9.06823849467241e-07
58092,got_label,2,9.06823849467241e-07
58093,most_confident_svc,2,9.06823849467241e-07
58094,old_func6,2,9.06823849467241e-07
58095,added_by_st,2,9.06823849467241e-07
58096,old_func5,2,9.06823849467241e-07
58097,old_func4,2,9.06823849467241e-07
58098,slasrc,2,9.06823849467241e-07
58099,self_training,2,9.06823849467241e-07
58100,dlasrc,2,9.06823849467241e-07
58101,new_func6,2,9.06823849467241e-07
58102,column_order,2,9.06823849467241e-07
58103,bad_versions,2,9.06823849467241e-07
58104,version1,2,9.06823849467241e-07
58105,aoa_a,2,9.06823849467241e-07
58106,xtrans2,2,9.06823849467241e-07
58107,xcoo,2,9.06823849467241e-07
58108,edge2,2,9.06823849467241e-07
58109,edge1,2,9.06823849467241e-07
58110,iu4,2,9.06823849467241e-07
58111,iu2,2,9.06823849467241e-07
58112,mask_indices,2,9.06823849467241e-07
58113,a_triu_desired,2,9.06823849467241e-07
58114,a_tril_desired,2,9.06823849467241e-07
58115,il4,2,9.06823849467241e-07
58116,il2,2,9.06823849467241e-07
58117,out_triu,2,9.06823849467241e-07
58118,klarge,2,9.06823849467241e-07
58119,warned,2,9.06823849467241e-07
58120,ai_func,2,9.06823849467241e-07
58121,empty_to_1,2,9.06823849467241e-07
58122,never_call,2,9.06823849467241e-07
58123,chi_scp,2,9.06823849467241e-07
58124,sum_to_0d,2,9.06823849467241e-07
58125,put_along_axis,2,9.06823849467241e-07
58126,i_min,2,9.06823849467241e-07
58127,argfunc,2,9.06823849467241e-07
58128,normalised_shape_b,2,9.06823849467241e-07
58129,formula2,2,9.06823849467241e-07
